"p4","p5","p6_1","p6_2","p6_3","p6_4","p6_5","p6_6","p26","p32","p34_1","p34_2","p34_3","p34_4","p36_1","p36_2","p36_3","p36_4","factor","year"
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,1,1,1,1,42690,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,1,1,1,1,26274,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,2,2,2,2,22160,2023
2,4,2,2,2,1,1,2,45,NA,1,2,2,1,1,1,1,1,5826,2023
5,1,2,1,2,2,2,2,30,NA,1,1,1,1,1,1,1,1,7231,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,2,1,2,2,2,2,10848,2023
NA,NA,NA,NA,NA,NA,NA,NA,60,NA,2,1,1,1,1,1,1,1,17479,2023
2,4,2,2,2,1,1,2,40,NA,2,2,2,2,1,1,1,1,29244,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,1,1,1,1,1,24104,2023
3,3,2,1,2,2,2,2,30,NA,2,1,1,1,1,1,1,1,16022,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,1,1,1,1,9625,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,1,1,1,1,1,1,16564,2023
NA,NA,NA,NA,NA,NA,NA,NA,30,NA,2,2,2,2,1,2,2,1,33129,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19404,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,2,31717,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,2,1,2,2,10376,2023
NA,NA,NA,NA,NA,NA,NA,NA,30,NA,2,1,1,1,2,1,2,2,24933,2023
2,1,2,1,2,2,2,2,90,NA,2,1,2,1,2,2,2,2,12880,2023
1,3,2,2,1,2,2,2,30,NA,2,2,2,2,1,2,1,2,21188,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1,1,1,2,28168,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,2,2,1,NA,1,2,2,16044,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,13696,2023
1,4,2,2,1,2,2,2,20,NA,2,1,1,1,2,1,2,2,8355,2023
3,5,2,2,1,2,2,2,60,NA,2,1,2,2,NA,NA,NA,NA,7668,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,1,2,1,1,2,14210,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,2,2,2,2,20192,2023
5,4,2,2,2,1,2,2,60,NA,2,1,1,1,1,1,1,1,14257,2023
NA,NA,NA,NA,NA,NA,NA,NA,180,NA,1,2,2,2,1,1,1,2,7107,2023
6,4,1,2,1,1,2,2,120,NA,2,1,1,1,2,1,1,1,17646,2023
1,3,1,2,2,2,2,2,30,NA,2,1,1,2,1,1,1,1,14324,2023
NA,NA,NA,NA,NA,NA,NA,NA,60,NA,1,2,2,2,2,1,1,1,12753,2023
4,2,2,1,2,2,2,2,30,NA,2,2,2,2,2,2,2,2,12753,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,1,2,2,2,NA,2,2,16317,2023
6,2,2,1,2,2,2,2,60,NA,1,2,2,1,1,1,1,2,19320,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,2,41754,2023
NA,NA,NA,NA,NA,NA,NA,NA,10,NA,1,1,2,1,2,1,1,1,7636,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,1,2,NA,2,2,2,19320,2023
80,1,2,1,2,2,2,2,240,NA,2,1,1,1,2,1,1,1,18587,2023
4,3,2,1,2,1,2,2,120,NA,1,1,2,1,1,1,1,1,98351,2023
3,4,2,2,2,2,1,2,40,NA,1,1,1,1,2,1,1,1,37173,2023
3,2,2,1,2,2,2,2,60,NA,1,1,1,1,2,1,1,1,37835,2023
2,4,2,2,2,1,2,2,180,NA,1,1,1,1,2,1,1,1,7988,2023
2,2,2,1,2,2,2,2,60,NA,2,1,1,1,1,1,1,NA,9734,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,2,2,2,2,52081,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,1,1,1,2,1,10406,2023
3,3,2,2,1,2,2,2,60,NA,1,2,2,1,1,1,2,1,7293,2023
NA,NA,NA,NA,NA,NA,NA,NA,30,NA,2,1,1,1,2,1,1,2,17294,2023
2,3,2,2,2,2,1,2,90,NA,1,1,1,1,1,1,1,1,18913,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,1,2,1,1,1,13268,2023
4,1,2,1,2,2,2,2,30,NA,2,1,1,1,2,1,1,1,23841,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,1,2,1,1,1,17645,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,2,2,1,1,45264,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,1,2,2,2,2,2,40410,2023
NA,NA,NA,NA,NA,NA,NA,NA,15,NA,2,2,2,1,1,1,2,2,68163,2023
2,4,2,2,2,2,1,2,60,NA,2,1,2,1,2,2,2,2,9899,2023
1,3,2,2,2,2,1,2,20,NA,2,1,1,1,1,1,2,2,4453,2023
1,4,2,2,2,2,1,2,30,NA,2,2,2,2,2,1,1,2,4510,2023
NA,NA,NA,NA,NA,NA,NA,NA,10,NA,2,2,2,1,2,2,1,1,27487,2023
1,2,2,1,2,2,2,2,60,NA,1,1,1,1,1,1,2,2,48080,2023
1,3,2,2,2,2,1,2,240,NA,1,1,2,1,1,1,1,2,17332,2023
1,4,2,2,2,1,2,2,30,NA,2,1,1,1,NA,1,2,2,14599,2023
NA,NA,NA,NA,NA,NA,NA,NA,5,NA,2,2,1,1,2,1,2,2,45092,2023
5,3,2,2,1,2,2,2,30,NA,2,2,2,2,2,1,2,2,8551,2023
10,2,2,1,2,2,2,2,120,NA,1,1,1,1,1,1,1,1,37615,2023
1,5,2,2,1,2,2,2,5,NA,2,2,2,2,2,1,2,2,19908,2023
NA,NA,NA,NA,NA,NA,NA,NA,10,NA,2,2,1,2,2,1,2,2,24640,2023
6,4,2,2,2,1,2,2,30,NA,1,1,1,1,1,1,1,1,44665,2023
1,4,2,2,2,1,2,2,30,NA,1,2,2,2,2,1,2,2,18820,2023
3,4,2,2,2,1,2,2,30,NA,2,1,1,1,1,1,1,1,22131,2023
3,4,2,2,2,1,2,2,30,NA,2,1,1,1,1,1,2,2,10709,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20582,2023
NA,NA,NA,NA,NA,NA,NA,NA,60,NA,1,1,2,1,1,1,2,2,19101,2023
2,4,2,2,2,1,2,2,45,NA,2,1,1,1,1,1,1,1,7949,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,2,1,1,1,1,2,15945,2023
1,5,2,2,1,2,2,2,15,NA,2,1,1,2,2,2,1,2,31797,2023
NA,NA,NA,NA,NA,NA,NA,NA,30,NA,1,1,1,1,2,1,1,1,7983,2023
NA,NA,NA,NA,NA,NA,NA,NA,10,NA,2,1,1,1,2,1,1,2,26656,2023
NA,NA,NA,NA,NA,NA,NA,NA,10,NA,2,2,2,2,1,2,2,2,7569,2023
2,4,2,2,1,2,2,2,20,NA,1,1,1,1,1,1,1,1,21042,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,2,2,2,2,17766,2023
1,4,2,2,2,2,1,2,30,NA,1,1,1,1,1,1,1,1,42989,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,40761,2023
3,3,2,2,2,2,1,2,30,NA,2,1,1,1,2,1,1,1,28475,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1,2,2,2,12854,2023
3,4,2,1,2,2,2,2,60,NA,1,1,2,1,1,1,1,1,31915,2023
3,3,2,1,2,2,2,2,30,NA,1,1,1,1,1,1,1,1,17519,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,2,2,2,2,16039,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,2,2,2,2,14909,2023
2,4,2,2,2,1,2,2,60,NA,2,2,2,2,2,2,2,2,16440,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,1,1,1,1,22469,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,2,2,2,2,2,2,2,5480,2023
2,4,2,2,2,1,2,2,25,NA,1,1,1,1,2,1,1,1,17308,2023
NA,NA,NA,NA,NA,NA,NA,NA,20,NA,1,2,2,1,2,1,1,1,29926,2023
NA,NA,NA,NA,NA,NA,NA,NA,60,NA,1,1,2,1,1,1,1,1,30529,2023
1,3,2,2,2,2,1,2,30,NA,1,1,1,1,2,1,1,1,22429,2023
NA,NA,NA,NA,NA,NA,NA,NA,10,NA,2,2,2,1,1,1,1,2,23243,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,2,2,2,NA,NA,NA,NA,20583,2023
2,4,2,2,2,2,1,2,60,NA,1,1,1,1,1,1,1,1,17570,2023
NA,NA,NA,NA,NA,NA,NA,NA,15,NA,2,2,2,1,2,1,1,1,33440,2023
2,4,2,2,1,2,2,2,60,NA,2,1,1,1,1,1,2,2,23761,2023
1,4,2,2,2,1,2,2,20,NA,2,2,2,2,1,1,1,1,19030,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,2,1,2,2,9636,2023
1,5,2,2,1,2,2,2,40,NA,2,2,2,2,2,1,1,2,9389,2023
2,2,2,1,2,2,2,2,30,NA,2,2,2,1,2,NA,2,2,10231,2023
1,4,2,2,1,2,2,2,30,NA,2,2,2,1,2,2,2,2,9389,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,1,1,1,1,1,30085,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,2,2,1,2,1,2,2,22858,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,2,2,2,2,2,2,2,7518,2023
1,4,2,2,2,2,1,2,60,NA,1,2,1,1,1,1,1,1,22858,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,1,1,1,1,1,1,1,6619,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,2,23580,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16913,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,2,1,1,1,1,18472,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,1,2,1,1,2,1,8456,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,2,40504,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,2,2,2,2,16185,2023
3,4,2,1,2,2,2,2,30,NA,1,1,2,1,1,1,1,1,19997,2023
4,1,2,1,2,2,2,2,60,NA,2,2,2,1,2,1,1,1,9998,2023
4,4,2,1,2,2,2,2,30,NA,1,1,2,1,1,1,1,1,10307,2023
3,3,2,2,2,1,2,2,40,NA,1,1,1,1,1,1,1,1,10515,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,2,2,1,2,1,2,15084,2023
NA,NA,NA,NA,NA,NA,NA,NA,30,NA,2,2,2,2,2,1,1,1,7106,2023
NA,NA,NA,NA,NA,NA,NA,NA,10,NA,2,2,2,1,2,1,2,2,8180,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,NA,2,1,2,2,14212,2023
NA,NA,NA,NA,NA,NA,NA,NA,30,NA,1,1,2,1,2,2,1,1,14959,2023
1,2,2,1,2,2,2,2,60,NA,2,1,2,1,1,1,1,1,18933,2023
4,3,2,2,1,2,2,2,120,NA,1,1,1,1,1,1,1,1,5778,2023
1,3,2,2,1,2,2,2,60,NA,2,1,1,2,2,1,1,2,17335,2023
12,4,2,2,2,1,2,2,120,NA,2,2,2,1,1,1,1,1,5883,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,2,2,2,2,2,2,2,20673,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,2,1,2,1,1,1,14535,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,1,1,1,2,2,12019,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,2,1,2,2,33274,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,1,2,1,1,1,1,1,37482,2023
1,5,2,2,1,2,2,2,15,NA,2,2,2,1,2,1,1,2,21287,2023
1,3,2,2,1,2,2,2,10,NA,2,1,2,1,1,1,1,1,28833,2023
NA,NA,NA,NA,NA,NA,NA,NA,480,NA,1,1,2,1,1,1,2,1,23860,2023
6,4,2,2,1,2,2,2,60,NA,2,2,1,2,2,1,1,1,16364,2023
NA,NA,NA,NA,NA,NA,NA,NA,25,NA,2,1,1,1,2,2,1,2,24877,2023
4,4,2,2,2,1,2,2,15,NA,2,2,2,1,2,1,1,1,6747,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,2,2,2,2,2,2,2,20512,2023
NA,NA,NA,NA,NA,NA,NA,NA,20,NA,2,1,2,2,2,1,1,1,50713,2023
2,4,2,2,1,1,2,2,60,NA,1,1,1,2,1,1,1,1,50713,2023
NA,NA,NA,NA,NA,NA,NA,NA,120,NA,1,1,1,1,1,1,1,1,105760,2023
NA,NA,NA,NA,NA,NA,NA,NA,15,NA,1,1,1,1,1,1,1,1,16169,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,2,8724,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,1,1,2,1,2,29790,2023
NA,NA,NA,NA,NA,NA,NA,NA,30,NA,2,1,2,2,2,1,1,1,23043,2023
3,4,1,2,2,2,2,2,60,NA,1,1,2,1,1,1,1,1,8362,2023
1,1,2,1,2,2,2,2,40,NA,1,1,1,1,1,1,1,1,16938,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,1,1,1,1,12394,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,1,2,1,1,1,36925,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,2,2,2,1,1,1,22220,2023
NA,NA,NA,NA,NA,NA,NA,NA,20,NA,2,1,2,1,1,1,1,1,37034,2023
1,4,2,2,2,1,2,2,30,NA,2,1,1,1,1,1,1,1,44364,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9232,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29583,2023
5,2,2,1,2,2,2,2,60,NA,2,1,1,1,1,1,1,2,34220,2023
3,4,2,2,1,1,2,2,120,NA,2,1,2,1,2,1,1,1,8128,2023
2,4,2,2,1,1,2,2,25,NA,1,1,1,1,1,1,1,1,25139,2023
NA,NA,NA,NA,NA,NA,NA,NA,15,NA,2,1,1,1,1,1,1,1,22615,2023
1,5,2,2,1,2,2,2,30,NA,1,1,1,1,1,1,1,1,21443,2023
NA,NA,NA,NA,NA,NA,NA,NA,30,NA,2,1,2,1,1,1,1,1,13469,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,2,2,2,1,2,2,22759,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,1,2,1,2,1,13469,2023
1,4,2,2,2,1,2,2,60,NA,2,1,1,1,1,1,1,1,27612,2023
NA,NA,NA,NA,NA,NA,NA,NA,5,NA,2,1,2,1,1,1,2,1,37957,2023
1,1,2,1,2,2,2,2,90,NA,1,1,1,1,1,1,1,1,56936,2023
NA,NA,NA,NA,NA,NA,NA,NA,240,NA,2,1,1,1,1,1,1,1,32279,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,1,2,1,1,2,14833,2023
NA,NA,NA,NA,NA,NA,NA,NA,20,NA,2,1,2,2,1,2,2,1,9206,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,1,2,2,29665,2023
2,5,2,2,1,2,2,2,60,NA,1,1,1,1,2,1,1,1,9206,2023
NA,NA,NA,NA,NA,NA,NA,NA,30,NA,2,2,2,2,1,1,1,1,29782,2023
3,4,2,2,2,1,2,2,30,NA,2,1,1,1,1,1,1,2,28295,2023
NA,NA,NA,NA,NA,NA,NA,NA,60,NA,2,1,1,1,2,1,1,1,25746,2023
2,2,2,1,2,2,2,2,60,NA,2,1,1,1,1,1,1,2,18350,2023
5,4,2,1,2,2,2,2,60,NA,2,1,2,1,1,1,1,1,5590,2023
3,1,1,2,2,2,2,2,30,NA,2,1,1,1,1,1,1,1,28482,2023
NA,NA,NA,NA,NA,NA,NA,NA,20,NA,2,1,2,2,1,1,1,1,7856,2023
3,2,2,1,2,2,2,2,60,NA,2,1,2,2,1,1,1,1,33405,2023
NA,NA,NA,NA,NA,NA,NA,NA,30,NA,1,1,1,1,1,1,1,1,15208,2023
4,3,1,1,2,2,2,2,180,NA,2,2,2,1,1,1,1,1,7617,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,NA,NA,NA,NA,22850,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,1,1,1,1,2,15233,2023
6,4,2,2,1,2,2,2,40,NA,1,1,2,1,NA,NA,1,1,9031,2023
NA,NA,NA,NA,NA,NA,NA,NA,30,NA,1,2,2,1,1,1,1,2,44768,2023
8,3,2,1,1,2,1,2,60,NA,1,1,2,1,2,2,2,NA,11951,2023
8,2,2,1,2,2,1,2,30,NA,1,2,2,1,1,1,1,1,19347,2023
NA,NA,NA,NA,NA,NA,NA,NA,60,NA,2,2,2,2,2,NA,NA,2,29931,2023
2,3,2,2,2,1,2,2,15,NA,1,2,1,1,1,1,2,1,45042,2023
NA,NA,NA,NA,NA,NA,NA,NA,15,NA,1,1,1,1,1,1,1,1,19312,2023
NA,NA,NA,NA,NA,NA,NA,NA,10,NA,1,1,1,1,1,1,1,1,22519,2023
2,4,2,2,1,2,1,2,15,NA,2,1,2,1,1,2,1,1,23772,2023
1,4,2,2,2,2,1,2,20,NA,2,1,2,1,2,1,2,1,22616,2023
NA,NA,NA,NA,NA,NA,NA,NA,8,NA,2,1,1,1,1,1,1,2,9294,2023
3,6,2,2,1,2,2,2,30,NA,1,1,1,1,1,1,1,1,11166,2023
1,3,2,1,2,2,2,2,90,NA,2,1,2,2,2,1,1,2,31763,2023
10,4,2,2,2,1,1,2,45,NA,2,1,2,1,2,2,2,2,21459,2023
1,4,2,2,2,2,1,2,30,NA,1,1,1,1,1,1,1,1,21175,2023
2,3,2,2,2,2,1,2,60,NA,2,2,1,1,2,1,1,1,26255,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,2,21853,2023
NA,NA,NA,NA,NA,NA,NA,NA,60,NA,2,1,1,1,1,1,1,1,15379,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,NA,2,2,2,2,4888,2023
2,4,2,2,1,2,2,2,30,NA,2,2,2,2,1,1,1,1,4753,2023
5,4,2,2,2,1,2,2,40,NA,2,2,2,2,2,1,2,2,9507,2023
3,3,2,2,2,2,1,2,10,NA,1,1,1,1,2,2,1,1,26314,2023
NA,NA,NA,NA,NA,NA,NA,NA,30,NA,1,1,1,2,1,1,1,1,17543,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,2,2,2,2,2,2,2,16424,2023
NA,NA,NA,NA,NA,NA,NA,NA,30,NA,1,1,1,1,1,1,1,1,19400,2023
2,4,2,1,2,2,2,2,25,NA,2,2,2,1,1,1,1,1,24605,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,NA,NA,NA,NA,15872,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,1,1,1,1,19271,2023
2,5,2,2,1,2,2,2,25,NA,2,1,1,2,2,1,1,1,11762,2023
NA,NA,NA,NA,NA,NA,NA,NA,25,NA,2,2,2,2,2,2,2,2,13211,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,1,1,1,2,16953,2023
1,1,1,2,2,2,2,2,60,NA,2,1,2,1,1,1,1,1,35032,2023
NA,NA,NA,NA,NA,NA,NA,NA,10,NA,1,1,1,1,1,1,1,1,16953,2023
NA,NA,NA,NA,NA,NA,NA,NA,20,NA,2,1,2,1,1,1,1,1,20583,2023
1,5,2,2,1,2,2,2,20,NA,2,1,2,1,2,1,1,2,11206,2023
2,3,2,2,2,2,1,2,30,NA,1,1,1,1,1,1,1,1,28696,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,1,2,1,1,1,1,1,34069,2023
4,4,2,2,2,1,2,2,15,NA,1,1,1,1,1,1,1,1,26273,2023
NA,NA,NA,NA,NA,NA,NA,NA,30,NA,2,1,2,2,1,1,1,1,35841,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,2,2,2,2,2,2,2,33102,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,1,2,1,1,NA,1,22701,2023
2,1,2,1,2,2,2,2,45,NA,2,2,2,1,1,1,1,1,22701,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,2,2,2,2,30983,2023
1,4,2,2,1,2,2,2,30,NA,1,1,1,1,1,1,1,1,20656,2023
NA,NA,NA,NA,NA,NA,NA,NA,10,NA,2,2,2,2,1,2,1,1,51639,2023
NA,NA,NA,NA,NA,NA,NA,NA,120,NA,2,1,1,1,2,2,1,1,63663,2023
NA,NA,NA,NA,NA,NA,NA,NA,120,NA,2,2,2,2,2,2,2,2,14113,2023
NA,NA,NA,NA,NA,NA,NA,NA,15,NA,2,2,2,1,NA,1,1,2,32302,2023
2,5,2,2,1,2,2,2,30,NA,2,2,2,2,2,2,2,2,8370,2023
NA,NA,NA,NA,NA,NA,NA,NA,20,NA,2,2,2,1,1,1,1,2,37668,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,1,NA,20780,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,2,1,2,2,1,1,16243,2023
NA,NA,NA,NA,NA,NA,NA,NA,10,NA,1,1,2,1,2,1,1,1,33664,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,1,1,1,1,1,19086,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,2,1,2,2,2,2,2,6542,2023
2,4,2,2,2,1,1,2,30,NA,2,1,1,1,1,1,1,1,14965,2023
3,1,2,1,2,2,2,2,120,NA,2,2,2,1,1,1,1,1,24368,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,2,2,2,2,1,1,1,13701,2023
NA,NA,NA,NA,NA,NA,NA,NA,25,NA,2,1,2,2,1,1,1,1,31419,2023
NA,NA,NA,NA,NA,NA,NA,NA,15,NA,2,2,2,2,1,1,1,1,12306,2023
1,4,2,2,2,1,2,2,10,NA,2,1,2,2,2,1,1,2,25385,2023
NA,NA,NA,NA,NA,NA,NA,NA,15,NA,2,1,1,2,2,1,2,2,11267,2023
NA,NA,NA,NA,NA,NA,NA,NA,10,NA,2,1,1,1,1,1,1,1,38239,2023
1,4,2,2,1,2,2,2,20,NA,1,1,1,1,1,1,1,1,23212,2023
20,1,1,2,2,2,2,2,40,NA,2,1,1,1,1,1,1,1,9877,2023
2,5,2,2,1,2,2,2,30,NA,2,1,1,1,1,1,1,1,30950,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,2,2,2,2,2,2,2,8501,2023
2,3,1,2,2,2,2,2,20,NA,1,1,1,1,1,1,1,1,8393,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,1,NA,NA,NA,NA,6220,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,2,14749,2023
1,5,2,2,1,2,2,2,40,NA,1,1,1,1,1,1,1,1,14003,2023
1,5,2,2,1,2,2,2,30,NA,1,1,1,1,1,1,1,1,35390,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,9568,2023
NA,NA,NA,NA,NA,NA,NA,NA,10,NA,2,1,2,2,1,1,1,1,10280,2023
5,2,1,1,1,2,1,2,40,NA,2,1,1,1,2,1,1,2,39067,2023
NA,NA,NA,NA,NA,NA,NA,NA,10,NA,1,1,1,1,1,1,1,2,18940,2023
3,3,2,1,1,1,2,2,15,NA,1,1,1,1,1,1,1,1,35100,2023
1,6,2,2,1,2,2,2,10,NA,2,2,2,1,2,2,2,2,8657,2023
2,4,2,2,2,2,1,2,20,NA,2,1,1,1,1,1,1,1,17314,2023
NA,NA,NA,NA,NA,NA,NA,NA,60,NA,2,1,1,1,2,1,1,2,15465,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,2,1,1,1,2,7732,2023
3,1,1,2,2,2,2,2,60,NA,2,1,2,1,1,1,1,1,16311,2023
1,5,2,2,1,2,2,2,90,NA,2,1,1,2,2,1,2,1,12087,2023
2,1,2,1,2,2,2,2,30,NA,1,1,1,1,1,1,1,1,22918,2023
NA,NA,NA,NA,NA,NA,NA,NA,20,NA,2,2,2,2,2,2,2,2,9417,2023
NA,NA,NA,NA,NA,NA,NA,NA,25,NA,2,1,2,2,1,1,1,1,23380,2023
NA,NA,NA,NA,NA,NA,NA,NA,30,NA,2,2,2,1,2,1,1,1,15366,2023
NA,NA,NA,NA,NA,NA,NA,NA,60,NA,1,2,2,1,1,1,1,1,7683,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,2,2,2,1,1,2,17740,2023
NA,NA,NA,NA,NA,NA,NA,NA,30,NA,2,2,1,1,1,2,1,2,57627,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,1,1,1,1,20388,2023
NA,NA,NA,NA,NA,NA,NA,NA,60,NA,1,1,NA,1,NA,1,NA,1,26925,2023
NA,NA,NA,NA,NA,NA,NA,NA,20,NA,1,1,1,1,1,1,1,1,26106,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,1,2,2,2,2,36086,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,1,1,1,30487,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,1,1,1,36086,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,NA,NA,NA,NA,13606,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,27213,2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,2,2,2,2,27213,2023
NA,NA,NA,NA,NA,NA,NA,NA,10,NA,2,2,2,2,2,2,2,1,9298,2023
2,4,2,2,2,1,2,2,20,NA,1,1,1,1,1,2,1,1,23585,2023
2,1,2,1,1,2,2,2,30,NA,2,1,1,1,2,2,2,1,19055,2023
NA,NA,NA,NA,NA,NA,NA,NA,60,NA,1,1,1,1,1,1,1,2,18564,2023
2,3,2,2,2,2,1,2,40,NA,2,1,1,1,1,1,1,1,21997,2023
2,3,2,2,2,2,1,2,40,NA,1,1,1,1,1,1,1,1,27117,2023
